segment_path,target_label,source,original_file,split,start_sec,end_sec,feature_path
data\segments\esc50\4-175000-A-40_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\4-175000-A-40.wav,val,0.0,2.0,data\features\esc50\4-175000-A-40_seg00.npy
data\segments\esc50\4-175000-A-40_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\4-175000-A-40.wav,val,1.0,3.0,data\features\esc50\4-175000-A-40_seg01.npy
data\segments\esc50\4-175000-A-40_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\4-175000-A-40.wav,val,2.0,4.0,data\features\esc50\4-175000-A-40_seg02.npy
data\segments\esc50\4-175000-A-40_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\4-175000-A-40.wav,val,3.0,5.0,data\features\esc50\4-175000-A-40_seg03.npy
data\segments\esc50\4-175000-B-40_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\4-175000-B-40.wav,val,0.0,2.0,data\features\esc50\4-175000-B-40_seg00.npy
data\segments\esc50\4-175000-B-40_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\4-175000-B-40.wav,val,1.0,3.0,data\features\esc50\4-175000-B-40_seg01.npy
data\segments\esc50\4-175000-B-40_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\4-175000-B-40.wav,val,2.0,4.0,data\features\esc50\4-175000-B-40_seg02.npy
data\segments\esc50\4-175000-B-40_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\4-175000-B-40.wav,val,3.0,5.0,data\features\esc50\4-175000-B-40_seg03.npy
data\segments\esc50\4-175000-C-40_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\4-175000-C-40.wav,val,0.0,2.0,data\features\esc50\4-175000-C-40_seg00.npy
data\segments\esc50\4-175000-C-40_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\4-175000-C-40.wav,val,1.0,3.0,data\features\esc50\4-175000-C-40_seg01.npy
data\segments\esc50\4-175000-C-40_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\4-175000-C-40.wav,val,2.0,4.0,data\features\esc50\4-175000-C-40_seg02.npy
data\segments\esc50\4-175000-C-40_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\4-175000-C-40.wav,val,3.0,5.0,data\features\esc50\4-175000-C-40_seg03.npy
data\segments\esc50\4-177250-A-10_seg00.wav,Water,ESC-50,data\standardized_wav\esc50\4-177250-A-10.wav,val,0.0,2.0,data\features\esc50\4-177250-A-10_seg00.npy
data\segments\esc50\4-177250-A-10_seg01.wav,Water,ESC-50,data\standardized_wav\esc50\4-177250-A-10.wav,val,1.0,3.0,data\features\esc50\4-177250-A-10_seg01.npy
data\segments\esc50\4-177250-A-10_seg02.wav,Water,ESC-50,data\standardized_wav\esc50\4-177250-A-10.wav,val,2.0,4.0,data\features\esc50\4-177250-A-10_seg02.npy
data\segments\esc50\4-177250-A-10_seg03.wav,Water,ESC-50,data\standardized_wav\esc50\4-177250-A-10.wav,val,3.0,5.0,data\features\esc50\4-177250-A-10_seg03.npy
data\segments\esc50\4-178881-A-45_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\4-178881-A-45.wav,val,0.0,2.0,data\features\esc50\4-178881-A-45_seg00.npy
data\segments\esc50\4-178881-A-45_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\4-178881-A-45.wav,val,1.0,3.0,data\features\esc50\4-178881-A-45_seg01.npy
data\segments\esc50\4-178881-A-45_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\4-178881-A-45.wav,val,2.0,4.0,data\features\esc50\4-178881-A-45_seg02.npy
data\segments\esc50\4-178881-A-45_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\4-178881-A-45.wav,val,3.0,5.0,data\features\esc50\4-178881-A-45_seg03.npy
data\segments\esc50\4-180380-A-10_seg00.wav,Water,ESC-50,data\standardized_wav\esc50\4-180380-A-10.wav,val,0.0,2.0,data\features\esc50\4-180380-A-10_seg00.npy
data\segments\esc50\4-180380-A-10_seg01.wav,Water,ESC-50,data\standardized_wav\esc50\4-180380-A-10.wav,val,1.0,3.0,data\features\esc50\4-180380-A-10_seg01.npy
data\segments\esc50\4-180380-A-10_seg02.wav,Water,ESC-50,data\standardized_wav\esc50\4-180380-A-10.wav,val,2.0,4.0,data\features\esc50\4-180380-A-10_seg02.npy
data\segments\esc50\4-180380-A-10_seg03.wav,Water,ESC-50,data\standardized_wav\esc50\4-180380-A-10.wav,val,3.0,5.0,data\features\esc50\4-180380-A-10_seg03.npy
data\segments\esc50\4-181286-A-10_seg00.wav,Water,ESC-50,data\standardized_wav\esc50\4-181286-A-10.wav,val,0.0,2.0,data\features\esc50\4-181286-A-10_seg00.npy
data\segments\esc50\4-181286-A-10_seg01.wav,Water,ESC-50,data\standardized_wav\esc50\4-181286-A-10.wav,val,1.0,3.0,data\features\esc50\4-181286-A-10_seg01.npy
data\segments\esc50\4-181286-A-10_seg02.wav,Water,ESC-50,data\standardized_wav\esc50\4-181286-A-10.wav,val,2.0,4.0,data\features\esc50\4-181286-A-10_seg02.npy
data\segments\esc50\4-181286-A-10_seg03.wav,Water,ESC-50,data\standardized_wav\esc50\4-181286-A-10.wav,val,3.0,5.0,data\features\esc50\4-181286-A-10_seg03.npy
data\segments\esc50\4-181563-A-12_seg00.wav,Fire,ESC-50,data\standardized_wav\esc50\4-181563-A-12.wav,val,0.0,2.0,data\features\esc50\4-181563-A-12_seg00.npy
data\segments\esc50\4-181563-A-12_seg01.wav,Fire,ESC-50,data\standardized_wav\esc50\4-181563-A-12.wav,val,1.0,3.0,data\features\esc50\4-181563-A-12_seg01.npy
data\segments\esc50\4-181563-A-12_seg02.wav,Fire,ESC-50,data\standardized_wav\esc50\4-181563-A-12.wav,val,2.0,4.0,data\features\esc50\4-181563-A-12_seg02.npy
data\segments\esc50\4-181563-A-12_seg03.wav,Fire,ESC-50,data\standardized_wav\esc50\4-181563-A-12.wav,val,3.0,5.0,data\features\esc50\4-181563-A-12_seg03.npy
data\segments\esc50\4-182368-A-12_seg00.wav,Fire,ESC-50,data\standardized_wav\esc50\4-182368-A-12.wav,val,0.0,2.0,data\features\esc50\4-182368-A-12_seg00.npy
data\segments\esc50\4-182368-A-12_seg01.wav,Fire,ESC-50,data\standardized_wav\esc50\4-182368-A-12.wav,val,1.0,3.0,data\features\esc50\4-182368-A-12_seg01.npy
data\segments\esc50\4-182368-A-12_seg02.wav,Fire,ESC-50,data\standardized_wav\esc50\4-182368-A-12.wav,val,2.0,4.0,data\features\esc50\4-182368-A-12_seg02.npy
data\segments\esc50\4-182368-A-12_seg03.wav,Fire,ESC-50,data\standardized_wav\esc50\4-182368-A-12.wav,val,3.0,5.0,data\features\esc50\4-182368-A-12_seg03.npy
data\segments\esc50\4-182369-A-12_seg00.wav,Fire,ESC-50,data\standardized_wav\esc50\4-182369-A-12.wav,val,0.0,2.0,data\features\esc50\4-182369-A-12_seg00.npy
data\segments\esc50\4-182369-A-12_seg01.wav,Fire,ESC-50,data\standardized_wav\esc50\4-182369-A-12.wav,val,1.0,3.0,data\features\esc50\4-182369-A-12_seg01.npy
data\segments\esc50\4-182369-A-12_seg02.wav,Fire,ESC-50,data\standardized_wav\esc50\4-182369-A-12.wav,val,2.0,4.0,data\features\esc50\4-182369-A-12_seg02.npy
data\segments\esc50\4-182369-A-12_seg03.wav,Fire,ESC-50,data\standardized_wav\esc50\4-182369-A-12.wav,val,3.0,5.0,data\features\esc50\4-182369-A-12_seg03.npy
data\segments\esc50\4-193480-A-40_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\4-193480-A-40.wav,val,0.0,2.0,data\features\esc50\4-193480-A-40_seg00.npy
data\segments\esc50\4-193480-A-40_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\4-193480-A-40.wav,val,1.0,3.0,data\features\esc50\4-193480-A-40_seg01.npy
data\segments\esc50\4-193480-A-40_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\4-193480-A-40.wav,val,2.0,4.0,data\features\esc50\4-193480-A-40_seg02.npy
data\segments\esc50\4-193480-A-40_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\4-193480-A-40.wav,val,3.0,5.0,data\features\esc50\4-193480-A-40_seg03.npy
data\segments\esc50\4-193480-B-40_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\4-193480-B-40.wav,val,0.0,2.0,data\features\esc50\4-193480-B-40_seg00.npy
data\segments\esc50\4-193480-B-40_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\4-193480-B-40.wav,val,1.0,3.0,data\features\esc50\4-193480-B-40_seg01.npy
data\segments\esc50\4-193480-B-40_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\4-193480-B-40.wav,val,2.0,4.0,data\features\esc50\4-193480-B-40_seg02.npy
data\segments\esc50\4-193480-B-40_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\4-193480-B-40.wav,val,3.0,5.0,data\features\esc50\4-193480-B-40_seg03.npy
data\segments\esc50\4-251959-A-47_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\4-251959-A-47.wav,val,0.0,2.0,data\features\esc50\4-251959-A-47_seg00.npy
data\segments\esc50\4-251959-A-47_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\4-251959-A-47.wav,val,1.0,3.0,data\features\esc50\4-251959-A-47_seg01.npy
data\segments\esc50\4-251959-A-47_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\4-251959-A-47.wav,val,2.0,4.0,data\features\esc50\4-251959-A-47_seg02.npy
data\segments\esc50\4-251959-A-47_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\4-251959-A-47.wav,val,3.0,5.0,data\features\esc50\4-251959-A-47_seg03.npy
data\segments\esc50\4-255371-A-47_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\4-255371-A-47.wav,val,0.0,2.0,data\features\esc50\4-255371-A-47_seg00.npy
data\segments\esc50\4-255371-A-47_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\4-255371-A-47.wav,val,1.0,3.0,data\features\esc50\4-255371-A-47_seg01.npy
data\segments\esc50\4-255371-A-47_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\4-255371-A-47.wav,val,2.0,4.0,data\features\esc50\4-255371-A-47_seg02.npy
data\segments\esc50\4-255371-A-47_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\4-255371-A-47.wav,val,3.0,5.0,data\features\esc50\4-255371-A-47_seg03.npy
data\segments\esc50\5-117773-A-16_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\5-117773-A-16.wav,test,0.0,2.0,data\features\esc50\5-117773-A-16_seg00.npy
data\segments\esc50\5-117773-A-16_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\5-117773-A-16.wav,test,1.0,3.0,data\features\esc50\5-117773-A-16_seg01.npy
data\segments\esc50\5-117773-A-16_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\5-117773-A-16.wav,test,2.0,4.0,data\features\esc50\5-117773-A-16_seg02.npy
data\segments\esc50\5-117773-A-16_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\5-117773-A-16.wav,test,3.0,5.0,data\features\esc50\5-117773-A-16_seg03.npy
data\segments\esc50\5-156999-A-19_seg00.wav,Thunder,ESC-50,data\standardized_wav\esc50\5-156999-A-19.wav,test,0.0,2.0,data\features\esc50\5-156999-A-19_seg00.npy
data\segments\esc50\5-156999-A-19_seg01.wav,Thunder,ESC-50,data\standardized_wav\esc50\5-156999-A-19.wav,test,1.0,3.0,data\features\esc50\5-156999-A-19_seg01.npy
data\segments\esc50\5-156999-A-19_seg02.wav,Thunder,ESC-50,data\standardized_wav\esc50\5-156999-A-19.wav,test,2.0,4.0,data\features\esc50\5-156999-A-19_seg02.npy
data\segments\esc50\5-156999-A-19_seg03.wav,Thunder,ESC-50,data\standardized_wav\esc50\5-156999-A-19.wav,test,3.0,5.0,data\features\esc50\5-156999-A-19_seg03.npy
data\segments\esc50\5-156999-B-19_seg00.wav,Thunder,ESC-50,data\standardized_wav\esc50\5-156999-B-19.wav,test,0.0,2.0,data\features\esc50\5-156999-B-19_seg00.npy
data\segments\esc50\5-156999-B-19_seg01.wav,Thunder,ESC-50,data\standardized_wav\esc50\5-156999-B-19.wav,test,1.0,3.0,data\features\esc50\5-156999-B-19_seg01.npy
data\segments\esc50\5-156999-B-19_seg02.wav,Thunder,ESC-50,data\standardized_wav\esc50\5-156999-B-19.wav,test,2.0,4.0,data\features\esc50\5-156999-B-19_seg02.npy
data\segments\esc50\5-156999-B-19_seg03.wav,Thunder,ESC-50,data\standardized_wav\esc50\5-156999-B-19.wav,test,3.0,5.0,data\features\esc50\5-156999-B-19_seg03.npy
data\segments\esc50\5-156999-C-19_seg00.wav,Thunder,ESC-50,data\standardized_wav\esc50\5-156999-C-19.wav,test,0.0,2.0,data\features\esc50\5-156999-C-19_seg00.npy
data\segments\esc50\5-156999-C-19_seg01.wav,Thunder,ESC-50,data\standardized_wav\esc50\5-156999-C-19.wav,test,1.0,3.0,data\features\esc50\5-156999-C-19_seg01.npy
data\segments\esc50\5-156999-C-19_seg02.wav,Thunder,ESC-50,data\standardized_wav\esc50\5-156999-C-19.wav,test,2.0,4.0,data\features\esc50\5-156999-C-19_seg02.npy
data\segments\esc50\5-156999-C-19_seg03.wav,Thunder,ESC-50,data\standardized_wav\esc50\5-156999-C-19.wav,test,3.0,5.0,data\features\esc50\5-156999-C-19_seg03.npy
data\segments\esc50\5-156999-D-19_seg00.wav,Thunder,ESC-50,data\standardized_wav\esc50\5-156999-D-19.wav,test,0.0,2.0,data\features\esc50\5-156999-D-19_seg00.npy
data\segments\esc50\5-156999-D-19_seg01.wav,Thunder,ESC-50,data\standardized_wav\esc50\5-156999-D-19.wav,test,1.0,3.0,data\features\esc50\5-156999-D-19_seg01.npy
data\segments\esc50\5-156999-D-19_seg02.wav,Thunder,ESC-50,data\standardized_wav\esc50\5-156999-D-19.wav,test,2.0,4.0,data\features\esc50\5-156999-D-19_seg02.npy
data\segments\esc50\5-156999-D-19_seg03.wav,Thunder,ESC-50,data\standardized_wav\esc50\5-156999-D-19.wav,test,3.0,5.0,data\features\esc50\5-156999-D-19_seg03.npy
data\segments\esc50\5-156999-E-19_seg00.wav,Thunder,ESC-50,data\standardized_wav\esc50\5-156999-E-19.wav,test,0.0,2.0,data\features\esc50\5-156999-E-19_seg00.npy
data\segments\esc50\5-156999-E-19_seg01.wav,Thunder,ESC-50,data\standardized_wav\esc50\5-156999-E-19.wav,test,1.0,3.0,data\features\esc50\5-156999-E-19_seg01.npy
data\segments\esc50\5-156999-E-19_seg02.wav,Thunder,ESC-50,data\standardized_wav\esc50\5-156999-E-19.wav,test,2.0,4.0,data\features\esc50\5-156999-E-19_seg02.npy
data\segments\esc50\5-156999-E-19_seg03.wav,Thunder,ESC-50,data\standardized_wav\esc50\5-156999-E-19.wav,test,3.0,5.0,data\features\esc50\5-156999-E-19_seg03.npy
data\segments\esc50\5-157204-A-16_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\5-157204-A-16.wav,test,0.0,2.0,data\features\esc50\5-157204-A-16_seg00.npy
data\segments\esc50\5-157204-A-16_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\5-157204-A-16.wav,test,1.0,3.0,data\features\esc50\5-157204-A-16_seg01.npy
data\segments\esc50\5-157204-A-16_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\5-157204-A-16.wav,test,2.0,4.0,data\features\esc50\5-157204-A-16_seg02.npy
data\segments\esc50\5-157204-A-16_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\5-157204-A-16.wav,test,3.0,5.0,data\features\esc50\5-157204-A-16_seg03.npy
data\segments\esc50\5-157204-B-16_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\5-157204-B-16.wav,test,0.0,2.0,data\features\esc50\5-157204-B-16_seg00.npy
data\segments\esc50\5-157204-B-16_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\5-157204-B-16.wav,test,1.0,3.0,data\features\esc50\5-157204-B-16_seg01.npy
data\segments\esc50\5-157204-B-16_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\5-157204-B-16.wav,test,2.0,4.0,data\features\esc50\5-157204-B-16_seg02.npy
data\segments\esc50\5-157204-B-16_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\5-157204-B-16.wav,test,3.0,5.0,data\features\esc50\5-157204-B-16_seg03.npy
data\segments\esc50\5-177957-A-40_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\5-177957-A-40.wav,test,0.0,2.0,data\features\esc50\5-177957-A-40_seg00.npy
data\segments\esc50\5-177957-A-40_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\5-177957-A-40.wav,test,1.0,3.0,data\features\esc50\5-177957-A-40_seg01.npy
data\segments\esc50\5-177957-A-40_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\5-177957-A-40.wav,test,2.0,4.0,data\features\esc50\5-177957-A-40_seg02.npy
data\segments\esc50\5-177957-A-40_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\5-177957-A-40.wav,test,3.0,5.0,data\features\esc50\5-177957-A-40_seg03.npy
data\segments\esc50\5-177957-B-40_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\5-177957-B-40.wav,test,0.0,2.0,data\features\esc50\5-177957-B-40_seg00.npy
data\segments\esc50\5-177957-B-40_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\5-177957-B-40.wav,test,1.0,3.0,data\features\esc50\5-177957-B-40_seg01.npy
data\segments\esc50\5-177957-B-40_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\5-177957-B-40.wav,test,2.0,4.0,data\features\esc50\5-177957-B-40_seg02.npy
data\segments\esc50\5-177957-B-40_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\5-177957-B-40.wav,test,3.0,5.0,data\features\esc50\5-177957-B-40_seg03.npy
data\segments\esc50\5-177957-C-40_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\5-177957-C-40.wav,test,0.0,2.0,data\features\esc50\5-177957-C-40_seg00.npy
data\segments\esc50\5-177957-C-40_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\5-177957-C-40.wav,test,1.0,3.0,data\features\esc50\5-177957-C-40_seg01.npy
data\segments\esc50\5-177957-C-40_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\5-177957-C-40.wav,test,2.0,4.0,data\features\esc50\5-177957-C-40_seg02.npy
data\segments\esc50\5-177957-C-40_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\5-177957-C-40.wav,test,3.0,5.0,data\features\esc50\5-177957-C-40_seg03.npy
data\segments\esc50\5-177957-D-40_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\5-177957-D-40.wav,test,0.0,2.0,data\features\esc50\5-177957-D-40_seg00.npy
data\segments\esc50\5-177957-D-40_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\5-177957-D-40.wav,test,1.0,3.0,data\features\esc50\5-177957-D-40_seg01.npy
data\segments\esc50\5-177957-D-40_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\5-177957-D-40.wav,test,2.0,4.0,data\features\esc50\5-177957-D-40_seg02.npy
data\segments\esc50\5-177957-D-40_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\5-177957-D-40.wav,test,3.0,5.0,data\features\esc50\5-177957-D-40_seg03.npy
data\segments\esc50\5-177957-E-40_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\5-177957-E-40.wav,test,0.0,2.0,data\features\esc50\5-177957-E-40_seg00.npy
data\segments\esc50\5-177957-E-40_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\5-177957-E-40.wav,test,1.0,3.0,data\features\esc50\5-177957-E-40_seg01.npy
data\segments\esc50\5-177957-E-40_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\5-177957-E-40.wav,test,2.0,4.0,data\features\esc50\5-177957-E-40_seg02.npy
data\segments\esc50\5-177957-E-40_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\5-177957-E-40.wav,test,3.0,5.0,data\features\esc50\5-177957-E-40_seg03.npy
data\segments\esc50\5-179496-A-16_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\5-179496-A-16.wav,test,0.0,2.0,data\features\esc50\5-179496-A-16_seg00.npy
data\segments\esc50\5-179496-A-16_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\5-179496-A-16.wav,test,1.0,3.0,data\features\esc50\5-179496-A-16_seg01.npy
data\segments\esc50\5-179496-A-16_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\5-179496-A-16.wav,test,2.0,4.0,data\features\esc50\5-179496-A-16_seg02.npy
data\segments\esc50\5-179496-A-16_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\5-179496-A-16.wav,test,3.0,5.0,data\features\esc50\5-179496-A-16_seg03.npy
data\segments\esc50\5-179496-B-16_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\5-179496-B-16.wav,test,0.0,2.0,data\features\esc50\5-179496-B-16_seg00.npy
data\segments\esc50\5-179496-B-16_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\5-179496-B-16.wav,test,1.0,3.0,data\features\esc50\5-179496-B-16_seg01.npy
data\segments\esc50\5-179496-B-16_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\5-179496-B-16.wav,test,2.0,4.0,data\features\esc50\5-179496-B-16_seg02.npy
data\segments\esc50\5-179496-B-16_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\5-179496-B-16.wav,test,3.0,5.0,data\features\esc50\5-179496-B-16_seg03.npy
data\segments\esc50\5-181766-A-10_seg00.wav,Water,ESC-50,data\standardized_wav\esc50\5-181766-A-10.wav,test,0.0,2.0,data\features\esc50\5-181766-A-10_seg00.npy
data\segments\esc50\5-181766-A-10_seg01.wav,Water,ESC-50,data\standardized_wav\esc50\5-181766-A-10.wav,test,1.0,3.0,data\features\esc50\5-181766-A-10_seg01.npy
data\segments\esc50\5-181766-A-10_seg02.wav,Water,ESC-50,data\standardized_wav\esc50\5-181766-A-10.wav,test,2.0,4.0,data\features\esc50\5-181766-A-10_seg02.npy
data\segments\esc50\5-181766-A-10_seg03.wav,Water,ESC-50,data\standardized_wav\esc50\5-181766-A-10.wav,test,3.0,5.0,data\features\esc50\5-181766-A-10_seg03.npy
data\segments\esc50\5-186924-A-12_seg00.wav,Fire,ESC-50,data\standardized_wav\esc50\5-186924-A-12.wav,test,0.0,2.0,data\features\esc50\5-186924-A-12_seg00.npy
data\segments\esc50\5-186924-A-12_seg01.wav,Fire,ESC-50,data\standardized_wav\esc50\5-186924-A-12.wav,test,1.0,3.0,data\features\esc50\5-186924-A-12_seg01.npy
data\segments\esc50\5-186924-A-12_seg02.wav,Fire,ESC-50,data\standardized_wav\esc50\5-186924-A-12.wav,test,2.0,4.0,data\features\esc50\5-186924-A-12_seg02.npy
data\segments\esc50\5-186924-A-12_seg03.wav,Fire,ESC-50,data\standardized_wav\esc50\5-186924-A-12.wav,test,3.0,5.0,data\features\esc50\5-186924-A-12_seg03.npy
data\segments\esc50\5-188495-A-19_seg00.wav,Thunder,ESC-50,data\standardized_wav\esc50\5-188495-A-19.wav,test,0.0,2.0,data\features\esc50\5-188495-A-19_seg00.npy
data\segments\esc50\5-188495-A-19_seg01.wav,Thunder,ESC-50,data\standardized_wav\esc50\5-188495-A-19.wav,test,1.0,3.0,data\features\esc50\5-188495-A-19_seg01.npy
data\segments\esc50\5-188495-A-19_seg02.wav,Thunder,ESC-50,data\standardized_wav\esc50\5-188495-A-19.wav,test,2.0,4.0,data\features\esc50\5-188495-A-19_seg02.npy
data\segments\esc50\5-188495-A-19_seg03.wav,Thunder,ESC-50,data\standardized_wav\esc50\5-188495-A-19.wav,test,3.0,5.0,data\features\esc50\5-188495-A-19_seg03.npy
data\segments\esc50\5-188655-A-10_seg00.wav,Water,ESC-50,data\standardized_wav\esc50\5-188655-A-10.wav,test,0.0,2.0,data\features\esc50\5-188655-A-10_seg00.npy
data\segments\esc50\5-188655-A-10_seg01.wav,Water,ESC-50,data\standardized_wav\esc50\5-188655-A-10.wav,test,1.0,3.0,data\features\esc50\5-188655-A-10_seg01.npy
data\segments\esc50\5-188655-A-10_seg02.wav,Water,ESC-50,data\standardized_wav\esc50\5-188655-A-10.wav,test,2.0,4.0,data\features\esc50\5-188655-A-10_seg02.npy
data\segments\esc50\5-188655-A-10_seg03.wav,Water,ESC-50,data\standardized_wav\esc50\5-188655-A-10.wav,test,3.0,5.0,data\features\esc50\5-188655-A-10_seg03.npy
data\segments\esc50\5-188796-A-45_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\5-188796-A-45.wav,test,0.0,2.0,data\features\esc50\5-188796-A-45_seg00.npy
data\segments\esc50\5-188796-A-45_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\5-188796-A-45.wav,test,1.0,3.0,data\features\esc50\5-188796-A-45_seg01.npy
data\segments\esc50\5-188796-A-45_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\5-188796-A-45.wav,test,2.0,4.0,data\features\esc50\5-188796-A-45_seg02.npy
data\segments\esc50\5-188796-A-45_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\5-188796-A-45.wav,test,3.0,5.0,data\features\esc50\5-188796-A-45_seg03.npy
data\segments\esc50\5-188945-A-45_seg00.wav,Negative,ESC-50,data\standardized_wav\esc50\5-188945-A-45.wav,test,0.0,2.0,data\features\esc50\5-188945-A-45_seg00.npy
data\segments\esc50\5-188945-A-45_seg01.wav,Negative,ESC-50,data\standardized_wav\esc50\5-188945-A-45.wav,test,1.0,3.0,data\features\esc50\5-188945-A-45_seg01.npy
data\segments\esc50\5-188945-A-45_seg02.wav,Negative,ESC-50,data\standardized_wav\esc50\5-188945-A-45.wav,test,2.0,4.0,data\features\esc50\5-188945-A-45_seg02.npy
data\segments\esc50\5-188945-A-45_seg03.wav,Negative,ESC-50,data\standardized_wav\esc50\5-188945-A-45.wav,test,3.0,5.0,data\features\esc50\5-188945-A-45_seg03.npy
data\segments\esc50\5-189212-A-12_seg00.wav,Fire,ESC-50,data\standardized_wav\esc50\5-189212-A-12.wav,test,0.0,2.0,data\features\esc50\5-189212-A-12_seg00.npy
data\segments\esc50\5-189212-A-12_seg01.wav,Fire,ESC-50,data\standardized_wav\esc50\5-189212-A-12.wav,test,1.0,3.0,data\features\esc50\5-189212-A-12_seg01.npy
data\segments\esc50\5-189212-A-12_seg02.wav,Fire,ESC-50,data\standardized_wav\esc50\5-189212-A-12.wav,test,2.0,4.0,data\features\esc50\5-189212-A-12_seg02.npy
data\segments\esc50\5-189212-A-12_seg03.wav,Fire,ESC-50,data\standardized_wav\esc50\5-189212-A-12.wav,test,3.0,5.0,data\features\esc50\5-189212-A-12_seg03.npy
data\segments\esc50\5-189237-A-12_seg00.wav,Fire,ESC-50,data\standardized_wav\esc50\5-189237-A-12.wav,test,0.0,2.0,data\features\esc50\5-189237-A-12_seg00.npy
data\segments\esc50\5-189237-A-12_seg01.wav,Fire,ESC-50,data\standardized_wav\esc50\5-189237-A-12.wav,test,1.0,3.0,data\features\esc50\5-189237-A-12_seg01.npy
data\segments\esc50\5-189237-A-12_seg02.wav,Fire,ESC-50,data\standardized_wav\esc50\5-189237-A-12.wav,test,2.0,4.0,data\features\esc50\5-189237-A-12_seg02.npy
data\segments\esc50\5-189237-A-12_seg03.wav,Fire,ESC-50,data\standardized_wav\esc50\5-189237-A-12.wav,test,3.0,5.0,data\features\esc50\5-189237-A-12_seg03.npy
